rb,range_m,d_tot,b_tot,tot_x,d_pk,b_pk,pk_x,d_kurt,b_kurt,kurt_dx,d_cep,b_cep,cep_x,d_papr,b_papr,d_supra,b_supra
50,131.92333671057074,125.34267327391267,120.22233492417044,3.2511262524306006,99.9090641350633,99.46571163309179,1.1074783632728797,36.66975175567476,94.8886352150921,-58.218883459417334,-7.764888090592764,-8.710447035005544,1.243242632997863,8.99727413423574,14.20960440535141,6.4,13.6
51,134.56180344478216,124.66900926825215,118.88317748238896,3.7895110570193227,97.71593497849287,95.82331860150823,1.5461856478298348,35.85200319654345,69.40299560580704,-33.550992409263586,-9.158719171557937,-9.092774234844278,0.9849303186265536,8.211748879270816,11.510897529272802,4.75,12.45
52,137.20027017899358,124.2637065481581,118.25947858517448,3.9849492633357886,96.25227033738491,92.80048612203416,2.214004103793248,11.084114678016846,39.84605655424439,-28.761941876227546,-8.724166280089317,-9.579610936562203,1.2177116630120337,6.517637156075493,9.374183247400033,1.2,7.75
53,139.838736913205,124.24160945161432,117.99027957388924,4.218256532756093,96.23718649603265,91.77457272292635,2.794225021447091,7.684725491941519,21.89267661099111,-14.207951119049591,-8.87318673282151,-9.697959765928925,1.2091419902518619,6.2938861382197855,8.472957555039692,1.45,8.25
54,142.47720364741642,124.22965532982589,117.83550558965433,4.359282098119923,95.81661405574339,91.22977406847225,2.8753055241248435,5.592480315911411,21.68475698147779,-16.09227666556638,-8.401381787225025,-10.132243333551992,1.4896565640463115,6.106525097843834,8.200588625940522,0.95,5.7
55,145.11567038162784,124.08111980617409,117.66668775324395,4.379688322062788,95.68795311259888,91.11762818913772,2.864392265384077,4.986525484943057,17.042351551756447,-12.05582606681339,-9.168179145563219,-9.503159735391169,1.0801847931393316,5.749044023936001,8.20931576184442,1.35,5.9
56,147.75413711583923,124.17070705530848,117.5479293897884,4.594918011578507,95.87077803155998,91.19848220406519,2.932443024129157,4.8939438101098665,20.427694721384917,-15.53375091127505,-8.187754878135216,-10.037508173641688,1.5310004894905327,5.967507173806619,8.377061293729708,0.95,5.05
57,150.39260385005065,124.2836310080423,117.40254235594014,4.876507148759964,95.7207788470558,91.28377695857714,2.7777949807970423,4.524819659674087,14.928753336136893,-10.403933676462806,-9.12294546055383,-9.931571771117238,1.2046548433413984,5.815267251262762,8.333120878354617,2.25,5.9
58,153.03107058426207,124.15941335097907,117.0779768541792,5.106738854032311,95.77372822565914,90.0998008370524,3.693114213342513,2.688483369545025,14.02751473349162,-11.339031363946594,-8.81997239953878,-10.008890803066297,1.314897320452355,5.725706327050766,7.928664304970947,2.15,5.5
59,155.6695373184735,123.83976275350183,116.19685842757642,5.811529311559314,95.34555443322219,89.76213089601376,3.6169487384121664,5.339434858937816,16.08867181761545,-10.749236958677633,-9.42321629538215,-10.036122486924219,1.151570733896194,5.84979613007673,8.182564727584857,1.95,4.6
60,158.3080040526849,123.6401148427733,114.91766053591678,7.451529595347066,94.76829699757036,88.99380307754132,3.779630909914518,16.791246706582342,40.18582713112653,-23.394580424544188,-9.688515033636303,-9.953055768765843,1.0628061859565259,6.15126485854528,9.59610102684145,0.6,7.05
61,160.94647078689633,124.26677638712131,116.1778823878903,6.440052383350579,95.65987692444352,89.28163603454006,4.343342614147667,7.179177784721674,29.363532985202113,-22.18435520048044,-9.172521134387065,-9.85955252927997,1.171394389190628,5.695919754006945,8.967577439671526,1.6,5.25
62,163.58493752110772,124.55236586858464,116.90277410789795,5.820485023049552,96.01657330692663,90.0214704368465,3.9765851558546688,7.062070925620141,17.607751981662737,-10.545681056042596,-8.843747414182562,-10.048752903632957,1.319776979894483,5.938925820515265,8.323890802445204,1.75,3.55
63,166.22340425531914,124.57243075312438,117.17131856020417,5.4968162483709175,95.97530030031857,90.06375287908197,3.9008095045520883,9.924175400221149,18.6008756592948,-8.676700259073652,-9.677589388276518,-9.684428285870947,1.0015759548790768,5.888797562942617,8.162106947724315,1.35,4.25
64,168.86187098953056,124.59611884901031,117.34373125343238,5.311763857341519,96.34733202747137,90.5773342068961,3.7757200144799965,13.11302634971896,20.72426667528027,-7.61124032556131,-8.451744545156226,-10.073009205567597,1.4525345323520304,6.494492186755876,8.627942937605273,1.8,4.9
65,171.50033772374198,124.50048592435219,117.5661679042186,4.936643912202462,96.45756790675648,90.85261371252138,3.634924707100199,14.870152276105722,34.984376780044286,-20.114224503938566,-9.025437916809185,-9.465643690124946,1.1066762182243721,6.3388598817354005,9.268205972120985,1.7,4.9
66,174.1388044579534,124.53579651841741,117.71487064489106,4.809418696423414,96.57263660481982,91.24642316346328,3.4089555948646697,17.290791362040196,33.99809783842336,-16.707306476383167,-8.2428328161893,-9.764503923514376,1.4196036611906582,6.666472634593805,9.45344405891144,1.55,7.45
67,176.7772711921648,124.68433020356906,117.99106557543764,4.6701030397326395,96.70427209212053,91.84288048203118,3.062944736042839,19.166394049893444,43.460518697732375,-24.29412464783893,-9.249918167431025,-9.803720512300313,1.136004978050558,7.133240726428591,9.819029285164534,2.75,4.95
68,179.4157379263762,124.67322318506429,118.42301194376068,4.2171701529075865,96.58768074639991,92.21105080848878,2.7394475754084975,23.725388283223136,73.40616170136926,-49.68077341814612,-8.560929342566475,-9.423974138557329,1.219844520222926,7.848854678650179,11.561338472205112,1.45,5.95
69,182.05420466058763,125.01245965267226,119.55771972525409,3.5113489655086827,97.43051845742603,94.26369312850525,2.073397320219357,50.03414701495548,95.21560925876717,-45.181462243811694,-8.820643193081922,-8.674585905751893,0.9669282998751153,9.948914624398403,13.630422870212566,3.6,8.6
70,184.69267139479905,125.73381595368521,120.96907884517775,2.9955302584970465,98.89294181101005,96.99824123441697,1.5469278476597985,73.89698310529633,130.06313731695772,-56.16615421166139,-7.098707928044239,-8.099404243414781,1.2591272746842954,11.857585960596682,15.924116264965637,4.0,11.0
71,187.33113812901047,133.22616555413063,133.42936956067916,0.9542883002844353,106.03933447462018,104.32415642321457,1.4842867313837773,96.65806653249278,98.89785170460371,-2.2397851721109276,-6.425874674586015,-5.4396135227870905,0.7968450604085857,18.96735042999814,19.841405227161438,11.3,16.0
72,189.9696048632219,136.65938192691385,137.39123473934487,0.8449183042862569,110.177911987658,108.25895684553277,1.5555913308811644,91.13605394913364,94.46529279154194,-3.3292388424083015,-4.697692444901832,-3.967831494697845,0.8453059092233871,19.409374202533225,19.97265896365538,15.95,17.65
73,192.60807159743328,130.5212987129723,129.91879879200678,1.148814721211225,102.11050630004698,104.06217444442541,0.6380183734304332,119.09247864423203,104.47590393776943,14.6165747064626,-6.268062281092864,-5.286816617932753,0.7977658356287164,18.136905865497365,19.436647812275016,7.45,14.65
74,195.2465383316447,125.82834310270684,121.27034083391943,2.8562763694042146,101.59246179996472,99.66403390523385,1.5589880616235638,59.28673905104036,94.57467863735992,-35.28793958631957,-7.027357738658267,-7.599307437826812,1.1407618003205928,11.638776144971674,15.448244434107824,7.3,14.25
75,197.88500506585612,124.95448691118733,119.04991889252055,3.8945456775236647,99.48265913530312,95.80540418121339,2.331983619050176,43.9057865071513,66.53786728287324,-22.63208077572194,-8.816782652089634,-8.720216220773596,0.9780101384153441,9.142403441797612,12.50283358541653,4.6,10.85
76,200.52347180006754,124.7335080773933,118.21142708724332,4.489604648515896,98.40884252336386,93.34490087586808,3.209180648692052,17.108128702518723,42.048426262635424,-24.9402975601167,-8.859343492297054,-9.423048528812332,1.13859822817779,7.2885471210027335,10.285945130615612,3.65,8.15
77,203.16193853427896,124.69893166307422,118.00366376861106,4.67225771095215,97.85216063460881,92.20335817924521,3.6718103825978283,14.800943537776547,35.16309666371946,-20.36215312594291,-9.093425552954544,-9.785567731327761,1.1727736991585893,6.867376113070921,9.785355139603421,3.3,6.25
78,205.80040526849038,124.60041362895763,117.69706782957897,4.901562897547492,96.90396721493744,91.52979358720995,3.446810146888247,10.733196189087195,25.139073312827815,-14.40587712374062,-8.376117382350625,-9.861604980462678,1.4078252811223022,6.306830641527679,8.753423861362583,4.0,5.55
79,208.43887200270177,124.62105971457989,117.39797272023061,5.276047531717692,96.81086182050939,90.65492317374219,4.126614165710394,7.197717975597991,17.589286085388842,-10.391568109790851,-9.188442531340419,-9.868324575167124,1.1694676273652045,5.984268128692269,8.156734838101421,1.95,4.9
80,211.0773387369132,124.59381285912869,117.32065518869419,5.337228138900844,96.81821749537181,89.94300335683945,4.869915367723592,7.023655120450971,17.56674831912485,-10.54309319867388,-8.419694525941555,-10.361970308341025,1.5639669752070031,5.967194503800365,8.105451462258674,1.7,5.3
81,213.7158054711246,124.62541136877746,117.17004858941428,5.5659112606265095,97.0145554507592,89.7143163823948,5.37061359455281,4.875197165088467,9.831487897363372,-4.956290732274905,-9.758181836200306,-9.880012419287892,1.028449705870325,5.680329712556757,7.529065825687392,1.85,4.55
82,216.35427220533603,124.54603220190907,116.8377583775376,5.899665415529734,96.79989515741077,89.3320976677002,5.581870402069562,7.006298079016334,12.992947125111337,-5.986649046095003,-9.037562712405672,-10.411031327858828,1.3719770969287772,6.080192575050804,7.7306181923029955,3.4,3.75
83,218.99273893954745,124.28278531482977,116.09266862948284,6.591916060306987,96.53875984144038,88.9057150454308,5.798350706377582,5.814887895432259,17.721926968411637,-11.907039072979378,-9.383276922685024,-9.90308416044398,1.1271474264618369,5.7718327180703835,8.01467794144688,2.85,6.1
84,221.63120567375887,123.62247632811128,114.80907251493458,7.609224215281946,95.84652868275333,87.29384949635764,7.165853392970393,7.512089328478527,29.2510079923192,-21.73891866384067,-9.751365569941202,-10.180686109643576,1.1039058986406276,5.582792571344037,8.617016495283105,2.45,4.6
85,224.26967240797026,123.7465112405254,116.23337090203795,5.640453637731366,96.0803112474915,88.5574717580444,5.653064607633529,4.609720452015377,10.206946561048088,-5.597226109032711,-9.324172442383702,-10.051989401488733,1.1824470330645787,5.799813913879987,7.522557491758197,3.15,3.25
86,226.90813914218168,124.1816302390057,117.01841209811892,5.2038145861194485,95.9325625724166,89.5517762059274,4.345889070076616,4.287782548684433,7.822699027558002,-3.534916478873569,-8.666036976230206,-9.9365738082453,1.3398422952834,5.560436022981895,7.275161646003251,1.65,5.8
87,229.5466058763931,124.29321118769337,117.36074203837343,4.93454274014267,95.91090525769333,90.10165368861146,3.8100015899263155,2.1865493723148517,6.2563026223447595,-4.069753250029908,-9.483354096960388,-10.138714218431243,1.1628829744630866,5.375770730334636,7.1337304520331015,1.4,4.1
88,232.18507261060452,124.23083106472299,117.52030011897742,4.688707003238751,96.2368271468852,90.12422175634762,4.085644160710309,1.9564761823399093,7.578703943656005,-5.622227761316095,-8.391751457491278,-10.30161137455713,1.5523369380761627,5.598630443981611,7.197188786915436,1.65,4.05
89,234.82353934481594,123.98266953717943,117.67103429191812,4.277239063482794,96.09321691670215,90.19302041653684,3.8906274806500316,2.5581886576399877,6.296732523225109,-3.7385438655851213,-9.243305280514239,-9.902839076916525,1.1640010702786123,5.695041149079244,7.075134832730425,2.45,3.7
90,237.46200607902736,124.16807691682584,117.7891956169203,4.343983130032582,96.0911729354947,90.31094048143265,3.784628412190904,2.5625053185927933,4.4163587572521665,-1.8538534386593732,-8.463658404525914,-10.185665709800917,1.4866225991769462,5.724476100084257,6.796105594971445,2.05,4.5
91,240.10047281323875,124.35231466799189,118.00857710829052,4.308972832916935,96.83043477396691,90.30601902955499,4.492018895555351,4.291127486283296,7.66311655808269,-3.371989071799394,-9.17436500877128,-9.914922624404085,1.1859210056026277,6.085589800957229,7.360018177519843,2.4,3.3
92,242.73893954745017,124.31327860985303,118.24830083449562,4.041083065190681,96.86606012633702,90.25483702118959,4.582709315532884,13.829722618113834,18.640493095506727,-4.810770477392893,-8.626735964203702,-9.866159101647982,1.3302777087639037,6.510653961493857,8.296737268633708,2.1,3.8
93,245.3774062816616,124.63515287363597,118.70305139469056,3.9193148037207903,97.51851036190837,90.72196139485831,4.782499097069266,25.761554478752053,55.04155821550969,-29.280003736757635,-9.156224150575818,-9.465168868776438,1.0737284779196614,7.593379969089807,10.76496940234208,3.1,3.8
94,248.015873015873,125.3771093563093,119.64191310315798,3.745584725607861,99.32646912701328,91.98040660251645,5.427580237173926,35.16325147166702,99.45920226167128,-64.29595079000427,-7.7275266371528435,-9.007800052737545,1.3428494992656008,9.244031118276556,13.40819669334374,4.25,7.6
95,250.65433975008443,128.69936408271144,125.06111676308262,2.311131899439277,107.75365419587607,100.22284552479837,5.663447345341598,151.14104448783073,115.7127393879401,35.42830509989062,-7.225984949228669,-7.315566304739031,1.0208410735028208,17.008107344317704,17.733160245294012,11.3,12.3
96,253.29280648429585,124.66646879061855,121.79462246459282,1.9372453744448062,106.33603792161716,100.73402124475535,3.632466917601164,165.80752212615397,151.51854319260835,14.288978933545621,-5.4114355034566906,-5.237732871585001,0.9607927932009374,18.929329261698708,19.56699713707414,15.45,16.9
